OrderID,ProductID,UnitPrice,Quantity,Discount,CustomerID,OrderDate,ShipperID,Freight,SalesAmount
10279,17,31.2,15,0.25,LEHMS,8/13/2013 0:00,2,25.83,351
10280,24,3.6,12,0,BERGS,8/14/2013 0:00,1,8.98,43.2
10280,55,19.2,20,0,BERGS,8/14/2013 0:00,1,8.98,384
10280,75,6.2,30,0,BERGS,8/14/2013 0:00,1,8.98,186
10281,19,7.3,1,0,ROMEY,8/14/2013 0:00,1,2.94,7.3
10281,24,3.6,6,0,ROMEY,8/14/2013 0:00,1,2.94,21.6
10281,35,14.4,4,0,ROMEY,8/14/2013 0:00,1,2.94,57.6
10282,30,20.7,6,0,ROMEY,8/15/2013 0:00,1,12.69,124.2
10282,57,15.6,2,0,ROMEY,8/15/2013 0:00,1,12.69,31.2
10283,15,12.4,20,0,LILAS,8/16/2013 0:00,3,84.81,248
10283,19,7.3,18,0,LILAS,8/16/2013 0:00,3,84.81,131.4
10283,60,27.2,35,0,LILAS,8/16/2013 0:00,3,84.81,952
10283,72,27.8,3,0,LILAS,8/16/2013 0:00,3,84.81,83.4
10284,27,35.1,15,0.25,LEHMS,8/19/2013 0:00,1,76.56,394.875
10284,44,15.5,21,0,LEHMS,8/19/2013 0:00,1,76.56,325.5
10284,60,27.2,20,0.25,LEHMS,8/19/2013 0:00,1,76.56,408
10284,67,11.2,5,0.25,LEHMS,8/19/2013 0:00,1,76.56,42
10285,1,14.4,45,0.2,QUICK,8/20/2013 0:00,2,76.83,518.4
10285,40,14.7,40,0.2,QUICK,8/20/2013 0:00,2,76.83,470.4
10285,53,26.2,36,0.2,QUICK,8/20/2013 0:00,2,76.83,754.56
10286,35,14.4,100,0,QUICK,8/21/2013 0:00,3,229.24,1440
10286,62,39.4,40,0,QUICK,8/21/2013 0:00,3,229.24,1576
10287,16,13.9,40,0.15,RICAR,8/22/2013 0:00,3,12.76,472.6
10287,34,11.2,20,0,RICAR,8/22/2013 0:00,3,12.76,224
10287,46,9.6,15,0.15,RICAR,8/22/2013 0:00,3,12.76,122.4
10288,54,5.9,10,0.1,REGGC,8/23/2013 0:00,1,7.45,53.1
10288,68,10,3,0.1,REGGC,8/23/2013 0:00,1,7.45,27
10289,3,8,30,0,BSBEV,8/26/2013 0:00,3,22.77,240
10289,64,26.6,9,0,BSBEV,8/26/2013 0:00,3,22.77,239.4
10290,5,17,20,0,COMMI,8/27/2013 0:00,1,79.7,340
10290,29,99,15,0,COMMI,8/27/2013 0:00,1,79.7,1485
10290,49,16,15,0,COMMI,8/27/2013 0:00,1,79.7,240
10290,77,10.4,10,0,COMMI,8/27/2013 0:00,1,79.7,104
10291,13,4.8,20,0.1,QUEDE,8/27/2013 0:00,2,6.4,86.4
10291,44,15.5,24,0.1,QUEDE,8/27/2013 0:00,2,6.4,334.8
10291,51,42.4,2,0.1,QUEDE,8/27/2013 0:00,2,6.4,76.32
10292,20,64.8,20,0,TRADH,8/28/2013 0:00,2,1.35,1296
10293,18,50,12,0,TORTU,8/29/2013 0:00,3,21.18,600
10293,24,3.6,10,0,TORTU,8/29/2013 0:00,3,21.18,36
10293,63,35.1,5,0,TORTU,8/29/2013 0:00,3,21.18,175.5
10293,75,6.2,6,0,TORTU,8/29/2013 0:00,3,21.18,37.2
10294,1,14.4,18,0,RATTC,8/30/2013 0:00,2,147.26,259.2
10294,17,31.2,15,0,RATTC,8/30/2013 0:00,2,147.26,468
10294,43,36.8,15,0,RATTC,8/30/2013 0:00,2,147.26,552
10294,60,27.2,21,0,RATTC,8/30/2013 0:00,2,147.26,571.2
10294,75,6.2,6,0,RATTC,8/30/2013 0:00,2,147.26,37.2
10295,56,30.4,4,0,VINET,9/2/2013 0:00,2,1.15,121.6
10296,11,16.8,12,0,LILAS,9/3/2013 0:00,1,0.12,201.6
10296,16,13.9,30,0,LILAS,9/3/2013 0:00,1,0.12,417
10296,69,28.8,15,0,LILAS,9/3/2013 0:00,1,0.12,432
10297,39,14.4,60,0,BLONP,9/4/2013 0:00,2,5.74,864
10297,72,27.8,20,0,BLONP,9/4/2013 0:00,2,5.74,556
10298,2,15.2,40,0,HUNGO,9/5/2013 0:00,2,168.22,608
10298,36,15.2,40,0.25,HUNGO,9/5/2013 0:00,2,168.22,456
10298,59,44,30,0.25,HUNGO,9/5/2013 0:00,2,168.22,990
10298,62,39.4,15,0,HUNGO,9/5/2013 0:00,2,168.22,591
10299,19,7.3,15,0,RICAR,9/6/2013 0:00,2,29.76,109.5
10299,70,12,20,0,RICAR,9/6/2013 0:00,2,29.76,240
10300,66,13.6,30,0,MAGAA,9/9/2013 0:00,2,17.68,408
10300,68,10,20,0,MAGAA,9/9/2013 0:00,2,17.68,200
10301,40,14.7,10,0,WANDK,9/9/2013 0:00,2,45.08,147
10301,56,30.4,20,0,WANDK,9/9/2013 0:00,2,45.08,608
10302,17,31.2,40,0,SUPRD,9/10/2013 0:00,2,6.27,1248
10302,28,36.4,28,0,SUPRD,9/10/2013 0:00,2,6.27,1019.2
10302,43,36.8,12,0,SUPRD,9/10/2013 0:00,2,6.27,441.6
10303,40,14.7,40,0.1,GODOS,9/11/2013 0:00,2,107.83,529.2
10303,65,16.8,30,0.1,GODOS,9/11/2013 0:00,2,107.83,453.6
10303,68,10,15,0.1,GODOS,9/11/2013 0:00,2,107.83,135
10304,49,16,30,0,TORTU,9/12/2013 0:00,2,63.79,480
10304,59,44,10,0,TORTU,9/12/2013 0:00,2,63.79,440
10304,71,17.2,2,0,TORTU,9/12/2013 0:00,2,63.79,34.4
10305,18,50,25,0.1,OLDWO,9/13/2013 0:00,3,257.62,1125
10305,29,99,25,0.1,OLDWO,9/13/2013 0:00,3,257.62,2227.5
10305,39,14.4,30,0.1,OLDWO,9/13/2013 0:00,3,257.62,388.8
10306,30,20.7,10,0,ROMEY,9/16/2013 0:00,3,7.56,207
10306,53,26.2,10,0,ROMEY,9/16/2013 0:00,3,7.56,262
10306,54,5.9,5,0,ROMEY,9/16/2013 0:00,3,7.56,29.5
10307,62,39.4,10,0,LONEP,9/17/2013 0:00,2,0.56,394
10307,68,10,3,0,LONEP,9/17/2013 0:00,2,0.56,30
10308,69,28.8,1,0,ANATR,9/18/2013 0:00,3,1.61,28.8
10308,70,12,5,0,ANATR,9/18/2013 0:00,3,1.61,60
10309,4,17.6,20,0,HUNGO,9/19/2013 0:00,1,47.3,352
10309,6,20,30,0,HUNGO,9/19/2013 0:00,1,47.3,600
10309,42,11.2,2,0,HUNGO,9/19/2013 0:00,1,47.3,22.4
10309,43,36.8,20,0,HUNGO,9/19/2013 0:00,1,47.3,736
10309,71,17.2,3,0,HUNGO,9/19/2013 0:00,1,47.3,51.6
10310,16,13.9,10,0,THEBI,9/20/2013 0:00,2,17.52,139
10310,62,39.4,5,0,THEBI,9/20/2013 0:00,2,17.52,197
10311,42,11.2,6,0,DUMON,9/20/2013 0:00,3,24.69,67.2
10311,69,28.8,7,0,DUMON,9/20/2013 0:00,3,24.69,201.6
10312,28,36.4,4,0,WANDK,9/23/2013 0:00,2,40.26,145.6
10312,43,36.8,24,0,WANDK,9/23/2013 0:00,2,40.26,883.2
10312,53,26.2,20,0,WANDK,9/23/2013 0:00,2,40.26,524
10312,75,6.2,10,0,WANDK,9/23/2013 0:00,2,40.26,62
10313,36,15.2,12,0,QUICK,9/24/2013 0:00,2,1.96,182.4
10314,32,25.6,40,0.1,RATTC,9/25/2013 0:00,2,74.16,921.6
10314,58,10.6,30,0.1,RATTC,9/25/2013 0:00,2,74.16,286.2
10314,62,39.4,25,0.1,RATTC,9/25/2013 0:00,2,74.16,886.5
10315,34,11.2,14,0,ISLAT,9/26/2013 0:00,2,41.76,156.8
10315,70,12,30,0,ISLAT,9/26/2013 0:00,2,41.76,360
10316,41,7.7,10,0,RATTC,9/27/2013 0:00,3,150.15,77
10316,62,39.4,70,0,RATTC,9/27/2013 0:00,3,150.15,2758
10317,1,14.4,20,0,LONEP,9/30/2013 0:00,1,12.69,288
10318,41,7.7,20,0,ISLAT,10/1/2013 0:00,2,4.73,154
10318,76,14.4,6,0,ISLAT,10/1/2013 0:00,2,4.73,86.4
10319,17,31.2,8,0,TORTU,10/2/2013 0:00,3,64.5,249.6
10319,28,36.4,14,0,TORTU,10/2/2013 0:00,3,64.5,509.6
10319,76,14.4,30,0,TORTU,10/2/2013 0:00,3,64.5,432
10320,71,17.2,30,0,WARTH,10/3/2013 0:00,3,34.57,516
10321,35,14.4,10,0,ISLAT,10/3/2013 0:00,2,3.43,144
10322,52,5.6,20,0,PERIC,10/4/2013 0:00,3,0.4,112
10323,15,12.4,5,0,KOENE,10/7/2013 0:00,1,4.88,62
10323,25,11.2,4,0,KOENE,10/7/2013 0:00,1,4.88,44.8
10323,39,14.4,4,0,KOENE,10/7/2013 0:00,1,4.88,57.6
10324,16,13.9,21,0.15,SAVEA,10/8/2013 0:00,1,214.27,248.115
10324,35,14.4,70,0.15,SAVEA,10/8/2013 0:00,1,214.27,856.8
10324,46,9.6,30,0,SAVEA,10/8/2013 0:00,1,214.27,288
10324,59,44,40,0.15,SAVEA,10/8/2013 0:00,1,214.27,1496
10324,63,35.1,80,0.15,SAVEA,10/8/2013 0:00,1,214.27,2386.8
10325,6,20,6,0,KOENE,10/9/2013 0:00,3,64.86,120
10325,13,4.8,12,0,KOENE,10/9/2013 0:00,3,64.86,57.6
10325,14,18.6,9,0,KOENE,10/9/2013 0:00,3,64.86,167.4
10325,31,10,4,0,KOENE,10/9/2013 0:00,3,64.86,40
10325,72,27.8,40,0,KOENE,10/9/2013 0:00,3,64.86,1112
10326,4,17.6,24,0,BOLID,10/10/2013 0:00,2,77.92,422.4
10326,57,15.6,16,0,BOLID,10/10/2013 0:00,2,77.92,249.6
10326,75,6.2,50,0,BOLID,10/10/2013 0:00,2,77.92,310
10327,2,15.2,25,0.2,FOLKO,10/11/2013 0:00,1,63.36,304
10327,11,16.8,50,0.2,FOLKO,10/11/2013 0:00,1,63.36,672
10327,30,20.7,35,0.2,FOLKO,10/11/2013 0:00,1,63.36,579.6
10327,58,10.6,30,0.2,FOLKO,10/11/2013 0:00,1,63.36,254.4
10328,59,44,9,0,FURIB,10/14/2013 0:00,3,87.03,396
10328,65,16.8,40,0,FURIB,10/14/2013 0:00,3,87.03,672
10328,68,10,10,0,FURIB,10/14/2013 0:00,3,87.03,100
10329,19,7.3,10,0.05,SPLIR,10/15/2013 0:00,2,191.67,69.35
10329,30,20.7,8,0.05,SPLIR,10/15/2013 0:00,2,191.67,157.32
10329,38,210.8,20,0.05,SPLIR,10/15/2013 0:00,2,191.67,4005.2
10329,56,30.4,12,0.05,SPLIR,10/15/2013 0:00,2,191.67,346.56
10330,26,24.9,50,0.15,LILAS,10/16/2013 0:00,1,12.75,1058.25
10330,72,27.8,25,0.15,LILAS,10/16/2013 0:00,1,12.75,590.75
10331,54,5.9,15,0,BONAP,10/16/2013 0:00,1,10.19,88.5
10332,18,50,40,0.2,MEREP,10/17/2013 0:00,2,52.84,1600
10332,42,11.2,10,0.2,MEREP,10/17/2013 0:00,2,52.84,89.6
10332,47,7.6,16,0.2,MEREP,10/17/2013 0:00,2,52.84,97.28
10333,14,18.6,10,0,WARTH,10/18/2013 0:00,3,0.59,186
10333,21,8,10,0.1,WARTH,10/18/2013 0:00,3,0.59,72
10333,71,17.2,40,0.1,WARTH,10/18/2013 0:00,3,0.59,619.2
10334,52,5.6,8,0,VICTE,10/21/2013 0:00,2,8.56,44.8
10334,68,10,10,0,VICTE,10/21/2013 0:00,2,8.56,100
10335,2,15.2,7,0.2,HUNGO,10/22/2013 0:00,2,42.11,85.12
10335,31,10,25,0.2,HUNGO,10/22/2013 0:00,2,42.11,200
10335,32,25.6,6,0.2,HUNGO,10/22/2013 0:00,2,42.11,122.88
10335,51,42.4,48,0.2,HUNGO,10/22/2013 0:00,2,42.11,1628.16
10336,4,17.6,18,0.1,PRINI,10/23/2013 0:00,2,15.51,285.12
10337,23,7.2,40,0,FRANK,10/24/2013 0:00,3,108.26,288
10337,26,24.9,24,0,FRANK,10/24/2013 0:00,3,108.26,597.6
10337,36,15.2,20,0,FRANK,10/24/2013 0:00,3,108.26,304
10337,37,20.8,28,0,FRANK,10/24/2013 0:00,3,108.26,582.4
10337,72,27.8,25,0,FRANK,10/24/2013 0:00,3,108.26,695
10338,17,31.2,20,0,OLDWO,10/25/2013 0:00,3,84.21,624
10338,30,20.7,15,0,OLDWO,10/25/2013 0:00,3,84.21,310.5
10339,4,17.6,10,0,MEREP,10/28/2013 0:00,2,15.66,176
10339,17,31.2,70,0.05,MEREP,10/28/2013 0:00,2,15.66,2074.8
10339,62,39.4,28,0,MEREP,10/28/2013 0:00,2,15.66,1103.2
10340,18,50,20,0.05,BONAP,10/29/2013 0:00,3,166.31,950
10340,41,7.7,12,0.05,BONAP,10/29/2013 0:00,3,166.31,87.78
10340,43,36.8,40,0.05,BONAP,10/29/2013 0:00,3,166.31,1398.4
10341,33,2,8,0,SIMOB,10/29/2013 0:00,3,26.78,16
10341,59,44,9,0.15,SIMOB,10/29/2013 0:00,3,26.78,336.6
10342,2,15.2,24,0.2,FRANK,10/30/2013 0:00,2,54.83,291.84
10342,31,10,56,0.2,FRANK,10/30/2013 0:00,2,54.83,448
10342,36,15.2,40,0.2,FRANK,10/30/2013 0:00,2,54.83,486.4
10342,55,19.2,40,0.2,FRANK,10/30/2013 0:00,2,54.83,614.4
10343,64,26.6,50,0,LEHMS,10/31/2013 0:00,1,110.37,1330
10343,68,10,4,0.05,LEHMS,10/31/2013 0:00,1,110.37,38
10343,76,14.4,15,0,LEHMS,10/31/2013 0:00,1,110.37,216
10344,4,17.6,35,0,WHITC,11/1/2013 0:00,2,23.29,616
10344,8,32,70,0.25,WHITC,11/1/2013 0:00,2,23.29,1680
10345,8,32,70,0,QUICK,11/4/2013 0:00,2,249.06,2240
10345,19,7.3,80,0,QUICK,11/4/2013 0:00,2,249.06,584
10345,42,11.2,9,0,QUICK,11/4/2013 0:00,2,249.06,100.8
10346,17,31.2,36,0.1,RATTC,11/5/2013 0:00,3,142.08,1010.88
10346,56,30.4,20,0,RATTC,11/5/2013 0:00,3,142.08,608
10347,25,11.2,10,0,FAMIA,11/6/2013 0:00,3,3.1,112
10347,39,14.4,50,0.15,FAMIA,11/6/2013 0:00,3,3.1,612
10347,40,14.7,4,0,FAMIA,11/6/2013 0:00,3,3.1,58.8
10347,75,6.2,6,0.15,FAMIA,11/6/2013 0:00,3,3.1,31.62
10348,1,14.4,15,0.15,WANDK,11/7/2013 0:00,2,0.78,183.6
10348,23,7.2,25,0,WANDK,11/7/2013 0:00,2,0.78,180
10349,54,5.9,24,0,SPLIR,11/8/2013 0:00,1,8.63,141.6
10350,50,13,15,0.1,LAMAI,11/11/2013 0:00,2,64.19,175.5
10350,69,28.8,18,0.1,LAMAI,11/11/2013 0:00,2,64.19,466.56
10351,38,210.8,20,0.05,ERNSH,11/11/2013 0:00,1,162.33,4005.2
10351,41,7.7,13,0,ERNSH,11/11/2013 0:00,1,162.33,100.1
10351,44,15.5,77,0.05,ERNSH,11/11/2013 0:00,1,162.33,1133.825
10351,65,16.8,10,0.05,ERNSH,11/11/2013 0:00,1,162.33,159.6
10352,24,3.6,10,0,FURIB,11/12/2013 0:00,3,1.3,36
10352,54,5.9,20,0.15,FURIB,11/12/2013 0:00,3,1.3,100.3
10353,11,16.8,12,0.2,PICCO,11/13/2013 0:00,3,360.63,161.28
10353,38,210.8,50,0.2,PICCO,11/13/2013 0:00,3,360.63,8432
10354,1,14.4,12,0,PERIC,11/14/2013 0:00,3,53.8,172.8
10354,29,99,4,0,PERIC,11/14/2013 0:00,3,53.8,396
10355,24,3.6,25,0,AROUT,11/15/2013 0:00,1,41.95,90
10355,57,15.6,25,0,AROUT,11/15/2013 0:00,1,41.95,390
10356,31,10,30,0,WANDK,11/18/2013 0:00,2,36.71,300
10356,55,19.2,12,0,WANDK,11/18/2013 0:00,2,36.71,230.4
10356,69,28.8,20,0,WANDK,11/18/2013 0:00,2,36.71,576
10357,10,24.8,30,0.2,LILAS,11/19/2013 0:00,3,34.88,595.2
10357,26,24.9,16,0,LILAS,11/19/2013 0:00,3,34.88,398.4
10357,60,27.2,8,0.2,LILAS,11/19/2013 0:00,3,34.88,174.08
10358,24,3.6,10,0.05,LAMAI,11/20/2013 0:00,1,19.64,34.2
10358,34,11.2,10,0.05,LAMAI,11/20/2013 0:00,1,19.64,106.4
10358,36,15.2,20,0.05,LAMAI,11/20/2013 0:00,1,19.64,288.8
10359,16,13.9,56,0.05,SEVES,11/21/2013 0:00,3,288.43,739.48
10359,31,10,70,0.05,SEVES,11/21/2013 0:00,3,288.43,665
10359,60,27.2,80,0.05,SEVES,11/21/2013 0:00,3,288.43,2067.2
10360,28,36.4,30,0,BLONP,11/22/2013 0:00,3,131.7,1092
10360,29,99,35,0,BLONP,11/22/2013 0:00,3,131.7,3465
10360,38,210.8,10,0,BLONP,11/22/2013 0:00,3,131.7,2108
10360,49,16,35,0,BLONP,11/22/2013 0:00,3,131.7,560
10360,54,5.9,28,0,BLONP,11/22/2013 0:00,3,131.7,165.2
10361,39,14.4,54,0.1,QUICK,11/22/2013 0:00,2,183.17,699.84
10361,60,27.2,55,0.1,QUICK,11/22/2013 0:00,2,183.17,1346.4
10362,25,11.2,50,0,BONAP,11/25/2013 0:00,1,96.04,560
10362,51,42.4,20,0,BONAP,11/25/2013 0:00,1,96.04,848
10362,54,5.9,24,0,BONAP,11/25/2013 0:00,1,96.04,141.6
10363,31,10,20,0,DRACD,11/26/2013 0:00,3,30.54,200
10363,75,6.2,12,0,DRACD,11/26/2013 0:00,3,30.54,74.4
10363,76,14.4,12,0,DRACD,11/26/2013 0:00,3,30.54,172.8
10364,69,28.8,30,0,EASTC,11/26/2013 0:00,1,71.97,864
10364,71,17.2,5,0,EASTC,11/26/2013 0:00,1,71.97,86
10365,11,16.8,24,0,ANTON,11/27/2013 0:00,2,22,403.2
10366,65,16.8,5,0,GALED,11/28/2013 0:00,2,10.14,84
10366,77,10.4,5,0,GALED,11/28/2013 0:00,2,10.14,52
10367,34,11.2,36,0,VAFFE,11/28/2013 0:00,3,13.55,403.2
10367,54,5.9,18,0,VAFFE,11/28/2013 0:00,3,13.55,106.2
10367,65,16.8,15,0,VAFFE,11/28/2013 0:00,3,13.55,252
10367,77,10.4,7,0,VAFFE,11/28/2013 0:00,3,13.55,72.8
10368,21,8,5,0.1,ERNSH,11/29/2013 0:00,2,101.95,36
10368,28,36.4,13,0.1,ERNSH,11/29/2013 0:00,2,101.95,425.88
10368,57,15.6,25,0,ERNSH,11/29/2013 0:00,2,101.95,390
10368,64,26.6,35,0.1,ERNSH,11/29/2013 0:00,2,101.95,837.9
10369,29,99,20,0,SPLIR,12/2/2013 0:00,2,195.68,1980
10369,56,30.4,18,0.25,SPLIR,12/2/2013 0:00,2,195.68,410.4
10370,1,14.4,15,0.15,CHOPS,12/3/2013 0:00,2,1.17,183.6
10370,64,26.6,30,0,CHOPS,12/3/2013 0:00,2,1.17,798
10370,74,8,20,0.15,CHOPS,12/3/2013 0:00,2,1.17,136
10371,36,15.2,6,0.2,LAMAI,12/3/2013 0:00,1,0.45,72.96
10372,20,64.8,12,0.25,QUEEN,12/4/2013 0:00,2,890.78,583.2
10372,38,210.8,40,0.25,QUEEN,12/4/2013 0:00,2,890.78,6324
10372,60,27.2,70,0.25,QUEEN,12/4/2013 0:00,2,890.78,1428
10372,72,27.8,42,0.25,QUEEN,12/4/2013 0:00,2,890.78,875.7
10373,58,10.6,80,0.2,HUNGO,12/5/2013 0:00,3,124.12,678.4
10373,71,17.2,50,0.2,HUNGO,12/5/2013 0:00,3,124.12,688
10374,31,10,30,0,WOLZA,12/5/2013 0:00,3,3.94,300
10374,58,10.6,15,0,WOLZA,12/5/2013 0:00,3,3.94,159
10375,14,18.6,15,0,HUNGC,12/6/2013 0:00,2,20.12,279
10375,54,5.9,10,0,HUNGC,12/6/2013 0:00,2,20.12,59
10376,31,10,42,0.05,MEREP,12/9/2013 0:00,2,20.39,399
10377,28,36.4,20,0.15,SEVES,12/9/2013 0:00,3,22.21,618.8
10377,39,14.4,20,0.15,SEVES,12/9/2013 0:00,3,22.21,244.8
10378,71,17.2,6,0,FOLKO,12/10/2013 0:00,3,5.44,103.2
10379,41,7.7,8,0.1,QUEDE,12/11/2013 0:00,1,45.03,55.44
10379,63,35.1,16,0.1,QUEDE,12/11/2013 0:00,1,45.03,505.44
10379,65,16.8,20,0.1,QUEDE,12/11/2013 0:00,1,45.03,302.4
10380,30,20.7,18,0.1,HUNGO,12/12/2013 0:00,3,35.03,335.34
10380,53,26.2,20,0.1,HUNGO,12/12/2013 0:00,3,35.03,471.6
10380,60,27.2,6,0.1,HUNGO,12/12/2013 0:00,3,35.03,146.88
10380,70,12,30,0,HUNGO,12/12/2013 0:00,3,35.03,360
10381,74,8,14,0,LILAS,12/12/2013 0:00,3,7.99,112
10382,5,17,32,0,ERNSH,12/13/2013 0:00,1,94.77,544
10382,18,50,9,0,ERNSH,12/13/2013 0:00,1,94.77,450
10382,29,99,14,0,ERNSH,12/13/2013 0:00,1,94.77,1386
10382,33,2,60,0,ERNSH,12/13/2013 0:00,1,94.77,120
10382,74,8,50,0,ERNSH,12/13/2013 0:00,1,94.77,400
10383,13,4.8,20,0,AROUT,12/16/2013 0:00,3,34.24,96
